load,parallelization_strategy,frequency,request_type,energy
1.5,TP2,1000,LS,83.84752287581699
2.0,TP2,1000,LS,83.98057938718662
0.5,TP2,1200,LS,60.61307216494845
1.0,TP2,1200,LS,88.90894358974359
1.5,TP2,1200,LS,102.39556756756757
2.0,TP2,1200,LS,102.2096052631579
0.5,TP2,1400,LS,69.78364948453608
1.0,TP2,1400,LS,102.46153684210526
1.5,TP2,1400,LS,129.04523206751054
2.0,TP2,1400,LS,131.37471641791043
0.5,TP2,1600,LS,74.47968911917098
1.0,TP2,1600,LS,107.19179166666667
1.5,TP2,1600,LS,133.76329957805908
2.0,TP2,1600,LS,134.818776119403
0.5,TP2,1800,LS,76.39283937823834
1.0,TP2,1800,LS,108.36707291666666
1.5,TP2,1800,LS,134.429417721519
2.0,TP2,1800,LS,135.7399700374532
0.5,TP2,1980,LS,77.34708808290155
1.0,TP2,1980,LS,109.40856842105264
1.5,TP2,1980,LS,134.51918987341773
2.0,TP2,1980,LS,135.08013235294118
0.5,TP2,800,LM,53.12713861386139
1.0,TP2,800,LM,70.6289356223176
1.5,TP2,800,LM,71.17424020887728
2.0,TP2,800,LM,71.03925777777778
0.5,TP2,1000,LM,54.6980505050505
1.0,TP2,1000,LM,80.32615075376884
1.5,TP2,1000,LM,83.63370588235294
2.0,TP2,1000,LM,83.55312777777777
0.5,TP2,1200,LM,59.97305583756345
1.0,TP2,1200,LM,88.43086153846154
1.5,TP2,1200,LM,102.30277220077221
2.0,TP2,1200,LM,102.25164473684211
0.5,TP2,1400,LM,69.72843298969073
1.0,TP2,1400,LM,103.29189528795811
1.5,TP2,1400,LM,128.94205907172997
2.0,TP2,1400,LM,130.8462527881041
0.5,TP2,1600,LM,74.46248704663212
1.0,TP2,1600,LM,107.0295
1.5,TP2,1600,LM,133.26261016949152
2.0,TP2,1600,LM,135.29548314606743
0.5,TP2,1800,LM,76.15934374999999
1.0,TP2,1800,LM,108.73122916666667
1.5,TP2,1800,LM,134.04182278481014
2.0,TP2,1800,LM,136.1661872659176
0.5,TP2,1980,LM,76.70676288659793
1.0,TP2,1980,LM,108.67745077720207
1.5,TP2,1980,LM,134.258731092437
2.0,TP2,1980,LM,135.30658302583026
0.5,TP2,800,LL,53.27697536945813
1.0,TP2,800,LL,70.67376824034335
1.5,TP2,800,LL,71.10194255874674
0.5,TP2,1000,LL,54.87619289340102
1.0,TP2,1000,LL,79.92001
1.5,TP2,1000,LL,83.62618892508144
0.5,TP2,1200,LL,60.18420512820513
1.0,TP2,1200,LL,88.92921243523315
1.5,TP2,1200,LL,102.72927906976744
0.5,TP2,1400,LL,69.75771134020619
1.0,TP2,1400,LL,103.5486282722513
1.5,TP2,1400,LL,128.99664978902953
0.5,TP2,1600,LL,74.60434196891192
1.0,TP2,1600,LL,107.85264583333333
1.5,TP2,1600,LL,133.258
0.5,TP2,1800,LL,76.36565979381443
1.0,TP2,1800,LL,108.84471204188482
1.5,TP2,1800,LL,134.95681355932203
0.5,TP2,1980,LL,76.72083505154639
1.0,TP2,1980,LL,109.14334375
1.5,TP2,1980,LL,134.42366244725739
