load,parallelization_strategy,frequency,request_type,performance
0.5,TP2,1800,MM,0.2872701311111451
1.0,TP2,1800,MM,0.30167622566223146
1.5,TP2,1800,MM,2.9164579820632923
2.0,TP2,1800,MM,6.059590101242065
2.5,TP2,1800,MM,14.970572514533997
3.0,TP2,1800,MM,18.227912845611574
0.5,TP2,1980,MM,0.29541802406311035
1.0,TP2,1980,MM,0.325644588470459
1.5,TP2,1980,MM,2.7131871700286854
2.0,TP2,1980,MM,6.022167730331422
2.5,TP2,1980,MM,14.894137375354767
3.0,TP2,1980,MM,18.1333255982399
0.5,TP2,800,ML,0.49569139242172244
1.0,TP2,800,ML,35.44528455734253
1.5,TP2,800,ML,42.92670273780823
2.0,TP2,800,ML,87.76301560401917
2.5,TP2,800,ML,95.99505022525787
0.5,TP2,1000,ML,0.394405689239502
1.0,TP2,1000,ML,24.71124577522278
1.5,TP2,1000,ML,32.19572095394134
2.0,TP2,1000,ML,68.1435769557953
2.5,TP2,1000,ML,74.10124794244766
0.5,TP2,1200,ML,0.3323530340194702
1.0,TP2,1200,ML,17.080555105209353
1.5,TP2,1200,ML,25.819150385856627
2.0,TP2,1200,ML,56.14073143005371
2.5,TP2,1200,ML,61.800074994564056
0.5,TP2,1400,ML,0.31077800750732426
1.0,TP2,1400,ML,14.606638431549074
1.5,TP2,1400,ML,23.431492438316344
2.0,TP2,1400,ML,51.36706414222717
2.5,TP2,1400,ML,56.35991741418839
0.5,TP2,1600,ML,0.2883501696586609
1.0,TP2,1600,ML,13.384936141967774
1.5,TP2,1600,ML,22.32588499546051
2.0,TP2,1600,ML,49.52230839729309
2.5,TP2,1600,ML,53.77647236585617
0.5,TP2,1800,ML,0.28069597244262695
1.0,TP2,1800,ML,11.632335233688355
1.5,TP2,1800,ML,21.554990100860593
2.0,TP2,1800,ML,48.73283863067627
2.5,TP2,1800,ML,52.57078159809112
0.5,TP2,1980,ML,0.29635119915008545
1.0,TP2,1980,ML,11.275673103332519
1.5,TP2,1980,ML,21.42041106700897
2.0,TP2,1980,ML,48.153810596466066
2.5,TP2,1980,ML,51.97023430585861
0.5,TP2,800,LS,2.609851422309876
1.0,TP2,800,LS,6.251399898529053
1.5,TP2,800,LS,18.95793060302734
2.0,TP2,800,LS,25.165592098236086
0.5,TP2,1000,LS,2.0346497249603273
1.0,TP2,1000,LS,3.034565591812134
1.5,TP2,1000,LS,11.403480453491209
2.0,TP2,1000,LS,16.36393823623657
0.5,TP2,1200,LS,1.689003715515137
1.0,TP2,1200,LS,2.4379549026489262
1.5,TP2,1200,LS,6.827073206901548
2.0,TP2,1200,LS,11.612124156951905
0.5,TP2,1400,LS,1.4376957917213442
1.0,TP2,1400,LS,2.044811058044434
1.5,TP2,1400,LS,4.502334518432614
2.0,TP2,1400,LS,8.466721391677858
0.5,TP2,1600,LS,1.4405538153648378
1.0,TP2,1600,LS,2.0386632919311527
1.5,TP2,1600,LS,4.496596579551693
2.0,TP2,1600,LS,8.39333930015564
0.5,TP2,1800,LS,1.4340433192253115
1.0,TP2,1800,LS,2.0436338901519777
1.5,TP2,1800,LS,4.466867580413815
2.0,TP2,1800,LS,8.371595954895021
0.5,TP2,1980,LS,1.4599670982360842
1.0,TP2,1980,LS,2.0924067497253422
1.5,TP2,1980,LS,4.606509490013119
2.0,TP2,1980,LS,8.770177364349365
0.5,TP2,800,LM,2.6075521469116216
1.0,TP2,800,LM,6.259832811355591
1.5,TP2,800,LM,18.960162401199337
2.0,TP2,800,LM,25.174459409713744
0.5,TP2,1000,LM,2.0423015618324283
1.0,TP2,1000,LM,3.071681308746338
1.5,TP2,1000,LM,11.486585245132444
2.0,TP2,1000,LM,16.4852153301239
0.5,TP2,1200,LM,0.953516616131
1.0,TP2,1200,LM,2.450409507751465
1.5,TP2,1200,LM,6.83076353549957
2.0,TP2,1200,LM,11.533010625839234
0.5,TP2,1400,LM,1.440457901954651
1.0,TP2,1400,LM,2.026555442810059
1.5,TP2,1400,LM,4.5021241044998135
2.0,TP2,1400,LM,8.437835454940796
0.5,TP2,1600,LM,1.4336923122406007
1.0,TP2,1600,LM,2.045135545730591
1.5,TP2,1600,LM,4.5554638051986664
2.0,TP2,1600,LM,8.376560497283936
0.5,TP2,1800,LM,1.4329556632041933
1.0,TP2,1800,LM,2.033923149108887
1.5,TP2,1800,LM,4.474572043418881
2.0,TP2,1800,LM,8.381417417526245
0.5,TP2,1980,LM,1.458307263851166
1.0,TP2,1980,LM,2.086873531341553
1.5,TP2,1980,LM,4.592201337814328
2.0,TP2,1980,LM,8.67228970527649
0.5,TP2,800,LL,2.609375286102295
1.0,TP2,800,LL,6.254303455352784
1.5,TP2,800,LL,19.02516545295715
0.5,TP2,1000,LL,2.0401464724540714
1.0,TP2,1000,LL,3.070727443695069
1.5,TP2,1000,LL,11.453946962356564
0.5,TP2,1200,LL,1.6927393245697024
1.0,TP2,1200,LL,2.4470545768737795
1.5,TP2,1200,LL,6.815238990783689
0.5,TP2,1400,LL,1.4382174348831178
1.0,TP2,1400,LL,2.038929653167725
1.5,TP2,1400,LL,4.50006788730621
0.5,TP2,1600,LL,1.430961174964905
1.0,TP2,1600,LL,2.0267606258392337
1.5,TP2,1600,LL,4.481874308586117
0.5,TP2,1800,LL,1.431627666950226
1.0,TP2,1800,LL,2.0450919151306155
1.5,TP2,1800,LL,4.4653417444229095
0.5,TP2,1980,LL,1.4638771080970765
1.0,TP2,1980,LL,2.145870208740235
1.5,TP2,1980,LL,4.587263603210446
